model,model_adj_r2,model_aic,model_bic,model_f_stat,model_f_stat_pval,model_r2,pred_coef,pred_col,pred_col_pval,pred_num_miss
incoming_avg_5th_grade_math_rating_2016_dist_diff,0.09563423455101239,3454.1432546204023,3461.590424824307,33.25292536762227,1.9888114990239583e-08,0.09859936820822224,63.36662705162723,incoming_avg_5th_grade_math_rating_2016_dist_diff,1.9888114990240052e-08,143.0
incoming_avg_5th_grade_math_rating_2016_val,0.3482648648563834,3353.8989883491613,3361.346158553066,163.98152125524143,2.554417539295958e-30,0.3504017013650511,-197.98273101892144,const,1.1567017836903462e-20,
incoming_avg_5th_grade_math_rating_2016_val,0.3482648648563834,3353.8989883491613,3361.346158553066,163.98152125524143,2.554417539295958e-30,0.3504017013650511,92.81199002641924,incoming_avg_5th_grade_math_rating_2016_val,2.5544175392960136e-30,143.0
incoming_avg_5th_grade_math_rating_2017_city_diff,0.361510707840469,3287.341348850879,3294.7489138001915,170.29289648493088,4.2927529135557405e-31,0.3636461235333103,66.16040139529333,const,1.7304754741131314e-52,
incoming_avg_5th_grade_math_rating_2017_city_diff,0.361510707840469,3287.341348850879,3294.7489138001915,170.29289648493088,4.2927529135557405e-31,0.3636461235333103,92.85817227543603,incoming_avg_5th_grade_math_rating_2017_city_diff,4.292752913555964e-31,149.0
incoming_avg_5th_grade_math_rating_2017_dist_diff,0.10433506678056848,3388.879792715501,3396.2873576648135,35.830195768920596,6.1759796361240745e-09,0.10733060167427899,55.308940267132144,const,6.929707346481488e-34,
incoming_avg_5th_grade_math_rating_2017_dist_diff,0.10433506678056848,3388.879792715501,3396.2873576648135,35.830195768920596,6.1759796361240745e-09,0.10733060167427899,65.37539776065425,incoming_avg_5th_grade_math_rating_2017_dist_diff,6.17597963612407e-09,149.0
incoming_avg_5th_grade_math_rating_2017_val,0.3607500479868899,3287.698539074271,3295.1061040235836,169.7356628004377,5.131292422859427e-31,0.3628880076926194,-196.35188642894423,const,4.784058110315535e-21,
incoming_avg_5th_grade_math_rating_2017_val,0.3607500479868899,3287.698539074271,3295.1061040235836,169.7356628004377,5.131292422859427e-31,0.3628880076926194,92.79177861249462,incoming_avg_5th_grade_math_rating_2017_val,5.1312924228590325e-31,149.0
incoming_ela_level_1_2016_city_diff,0.28412627376676214,3259.620764318613,3266.9879238532903,117.29005949372981,3.3573763342660836e-23,0.2865695288051008,53.25680927067563,const,2.114422471713514e-37,
incoming_ela_level_1_2016_city_diff,0.28412627376676214,3259.620764318613,3266.9879238532903,117.29005949372981,3.3573763342660836e-23,0.2865695288051008,-230.91461495406372,incoming_ela_level_1_2016_city_diff,3.357376334266027e-23,155.0
incoming_ela_level_1_2016_dist_diff,0.10988875593531,3323.666505432024,3331.0336649667015,37.17233879893085,3.4170281520509418e-09,0.11292667827000169,53.75498902729174,const,3.496613898031736e-32,
incoming_ela_level_1_2016_dist_diff,0.10988875593531,3323.666505432024,3331.0336649667015,37.17233879893085,3.4170281520509418e-09,0.11292667827000169,-176.82346444763553,incoming_ela_level_1_2016_dist_diff,3.4170281520509484e-09,155.0
incoming_ela_level_1_2016_n,0.19223393460632576,3409.0138321346258,3416.4544556878404,73.34658476503593,5.587882014091217e-16,0.1948910598214365,11.175679421847267,const,0.06146719012678886,
incoming_ela_level_1_2016_n,0.19223393460632576,3409.0138321346258,3416.4544556878404,73.34658476503593,5.587882014091217e-16,0.1948910598214365,0.2851497633884118,incoming_ela_level_1_2016_n,5.587882014091091e-16,144.0
incoming_ela_level_1_2016_val,0.3060995141686399,3332.068866428798,3339.489720463548,133.77977987632167,7.817754926042276e-26,0.30840483139731556,145.76997944683256,const,7.925734214294298e-44,
incoming_ela_level_1_2016_val,0.3060995141686399,3332.068866428798,3339.489720463548,133.77977987632167,7.817754926042276e-26,0.30840483139731556,-236.0898637590941,incoming_ela_level_1_2016_val,7.8177549260423e-26,147.0
incoming_ela_level_1_2017_city_diff,0.31739246914290475,3256.0734139359674,3263.447364648647,137.70137188619634,2.5232562178535767e-26,0.319714263465548,67.04429021570131,const,3.08196571456441e-49,
incoming_ela_level_1_2017_city_diff,0.31739246914290475,3256.0734139359674,3263.447364648647,137.70137188619634,2.5232562178535767e-26,0.319714263465548,-252.93821160295556,incoming_ela_level_1_2017_city_diff,2.5232562178535073e-26,154.0
incoming_ela_level_1_2017_dist_diff,0.09858830892554515,3338.095807199156,3345.4697579118356,33.155077542383644,2.1472429280615712e-08,0.10165433508566235,56.67500615297532,const,9.406054094030987e-34,
incoming_ela_level_1_2017_dist_diff,0.09858830892554515,3338.095807199156,3345.4697579118356,33.155077542383644,2.1472429280615712e-08,0.10165433508566235,-178.38009759955082,incoming_ela_level_1_2017_dist_diff,2.14724292806155e-08,154.0
incoming_ela_level_1_2017_n,0.19467081345641313,3346.407261925925,3353.8081490727063,73.03501795209228,6.793692328813729e-16,0.19737326039112324,10.798427744191516,const,0.07642717692853374,
incoming_ela_level_1_2017_n,0.19467081345641313,3346.407261925925,3353.8081490727063,73.03501795209228,6.793692328813729e-16,0.19737326039112324,0.31193773929414564,incoming_ela_level_1_2017_n,6.793692328813693e-16,150.0
incoming_ela_level_1_2017_val,0.31736460244040854,3256.0854567410483,3263.459407453728,137.6837896936555,2.5384999643632629e-26,0.3196864915477541,146.97440414890343,const,2.5115918201930845e-44,
incoming_ela_level_1_2017_val,0.31736460244040854,3256.0854567410483,3263.459407453728,137.6837896936555,2.5384999643632629e-26,0.3196864915477541,-252.92202695390398,incoming_ela_level_1_2017_val,2.5384999643633294e-26,154.0
incoming_ela_level_2_2016_city_diff,0.0662753527115778,3348.0809005144183,3355.454851227098,21.867986888628334,4.463691985807757e-06,0.06945128688602831,50.99383557123439,const,8.137327540493799e-29,
incoming_ela_level_2_2016_city_diff,0.0662753527115778,3348.0809005144183,3355.454851227098,21.867986888628334,4.463691985807757e-06,0.06945128688602831,-273.16991604692544,incoming_ela_level_2_2016_city_diff,4.463691985807674e-06,154.0
incoming_ela_level_2_2016_dist_diff,0.03361858561065101,3358.2221186462684,3365.596069358948,11.227705150742127,0.000911512815258466,0.036905597224220266,51.49572891355309,const,1.6009425097869305e-28,
incoming_ela_level_2_2016_dist_diff,0.03361858561065101,3358.2221186462684,3365.596069358948,11.227705150742127,0.000911512815258466,0.036905597224220266,-219.23341521700831,incoming_ela_level_2_2016_dist_diff,0.0009115128152584048,154.0
incoming_ela_level_2_2016_n,0.5308268666310691,3243.30713725694,3250.747760810155,344.94844030626075,6.119160308237495e-52,0.5323701993066248,-5.66793843902696,const,0.17380221286673794,
incoming_ela_level_2_2016_n,0.5308268666310691,3243.30713725694,3250.747760810155,344.94844030626075,6.119160308237495e-52,0.5323701993066248,0.4338009163535723,incoming_ela_level_2_2016_n,6.1191603082375805e-52,144.0
incoming_ela_level_2_2016_val,0.06401312578200724,3443.121940505309,3450.5559959081215,21.722488366253327,4.733256547751012e-06,0.06710219137348572,136.59230193287755,const,2.6145779147781466e-12,
incoming_ela_level_2_2016_val,0.06401312578200724,3443.121940505309,3450.5559959081215,21.722488366253327,4.733256547751012e-06,0.06710219137348572,-267.284051565073,incoming_ela_level_2_2016_val,4.733256547750937e-06,145.0
incoming_ela_level_2_2017_city_diff,0.08642182001367316,3373.2967373616175,3380.690924334628,29.095330105678592,1.4120992982387886e-07,0.08949784082170786,53.674818382254976,const,4.544310272058364e-32,
incoming_ela_level_2_2017_city_diff,0.08642182001367316,3373.2967373616175,3380.690924334628,29.095330105678592,1.4120992982387886e-07,0.08949784082170786,-302.05695771488485,incoming_ela_level_2_2017_city_diff,1.4120992982388013e-07,151.0
incoming_ela_level_2_2017_dist_diff,0.021952110163063532,3393.6172622654935,3401.011449238504,7.666111942143072,0.0059818089526936374,0.025245200701234927,52.149370537122294,const,2.762584368027042e-29,
incoming_ela_level_2_2017_dist_diff,0.021952110163063532,3393.6172622654935,3401.011449238504,7.666111942143072,0.0059818089526936374,0.025245200701234927,-176.44507516882035,incoming_ela_level_2_2017_dist_diff,0.005981808952693765,151.0
incoming_ela_level_2_2017_n,0.5181302953168241,3182.6675678238917,3190.0617547969023,320.3491855029033,4.6078204052572704e-49,0.5197527522349492,-5.63186156189036,const,0.1945930363802085,
incoming_ela_level_2_2017_n,0.5181302953168241,3182.6675678238917,3190.0617547969023,320.3491855029033,4.6078204052572704e-49,0.5197527522349492,0.4264024022700675,incoming_ela_level_2_2017_n,4.607820405257586e-49,151.0
incoming_ela_level_2_2017_val,0.08644532588478993,3373.289069884589,3380.6832568575996,29.10369484743588,1.4065600724521417e-07,0.08952126754847745,149.93493267142057,const,2.0924140153740016e-14,
incoming_ela_level_2_2017_val,0.08644532588478993,3373.289069884589,3380.6832568575996,29.10369484743588,1.4065600724521417e-07,0.08952126754847745,-302.1668760052394,incoming_ela_level_2_2017_val,1.406560072452154e-07,151.0
incoming_ela_level_3_2016_city_diff,0.24182182346757208,3265.3412411489517,3272.701586366986,94.13374433365915,1.824029292761641e-19,0.24441832407213515,52.15010569174989,const,1.1472516671887126e-34,
incoming_ela_level_3_2016_city_diff,0.24182182346757208,3265.3412411489517,3272.701586366986,94.13374433365915,1.824029292761641e-19,0.24441832407213515,373.20534446750185,incoming_ela_level_3_2016_city_diff,1.8240292927616616e-19,156.0
incoming_ela_level_3_2016_dist_diff,0.09121224085496271,3318.4308367996373,3325.7911820176714,30.30714466786569,8.102064076347526e-08,0.0943245277013498,53.142332769066115,const,4.103226209939945e-31,
incoming_ela_level_3_2016_dist_diff,0.09121224085496271,3318.4308367996373,3325.7911820176714,30.30714466786569,8.102064076347526e-08,0.0943245277013498,274.39352710267747,incoming_ela_level_3_2016_dist_diff,8.102064076347964e-08,156.0
incoming_ela_level_3_2016_n,0.8521182119036617,2873.198527716475,2880.6259933274937,1741.1716824472014,3.564905264824965e-127,0.8526078866986826,-3.55007859909399,const,0.0865149892141024,
incoming_ela_level_3_2016_n,0.8521182119036617,2873.198527716475,2880.6259933274937,1741.1716824472014,3.564905264824965e-127,0.8526078866986826,0.5692290885853598,incoming_ela_level_3_2016_n,3.564905264824697e-127,146.0
incoming_ela_level_3_2016_val,0.27123354946207257,3345.880063961615,3353.300917996365,113.02669706848009,1.2946384984876992e-22,0.2736547004605375,-26.60471468143642,const,0.0012535662901252713,
incoming_ela_level_3_2016_val,0.27123354946207257,3345.880063961615,3353.300917996365,113.02669706848009,1.2946384984876992e-22,0.2736547004605375,394.11951515717004,incoming_ela_level_3_2016_val,1.294638498487741e-22,147.0
incoming_ela_level_3_2017_city_diff,0.25074487434462744,3271.6780302674697,3279.045189802147,99.05504916461298,2.766747193380183e-20,0.25330205907382664,62.91526007708106,const,1.2992442420392386e-43,
incoming_ela_level_3_2017_city_diff,0.25074487434462744,3271.6780302674697,3279.045189802147,99.05504916461298,2.766747193380183e-20,0.25330205907382664,451.6730036235426,incoming_ela_level_3_2017_city_diff,2.766747193380327e-20,155.0
incoming_ela_level_3_2017_dist_diff,0.062316821593002336,3337.6318093277187,3344.998968862396,20.472279280693748,8.813106357340456e-06,0.06551710547835032,54.69089189029016,const,1.272783782733227e-31,
incoming_ela_level_3_2017_dist_diff,0.062316821593002336,3337.6318093277187,3344.998968862396,20.472279280693748,8.813106357340456e-06,0.06551710547835032,275.33454290613065,incoming_ela_level_3_2017_dist_diff,8.813106357340395e-06,155.0
incoming_ela_level_3_2017_n,0.8271874438511619,2877.0786287078663,2884.472815680877,1422.625119717592,4.477466072986747e-115,0.8277693043095755,-4.902130388636247,const,0.03404696954890852,
incoming_ela_level_3_2017_n,0.8271874438511619,2877.0786287078663,2884.472815680877,1422.625119717592,4.477466072986747e-115,0.8277693043095755,0.6035113974768942,incoming_ela_level_3_2017_n,4.4774660729871005e-115,151.0
incoming_ela_level_3_2017_val,0.2505734156113294,3271.745301212957,3279.1124607476345,98.96558102353512,2.8616768205335504e-20,0.25313118552391867,-35.815370330156085,const,0.00023012957727168592,
incoming_ela_level_3_2017_val,0.2505734156113294,3271.745301212957,3279.1124607476345,98.96558102353512,2.8616768205335504e-20,0.25313118552391867,451.6815565642013,incoming_ela_level_3_2017_val,2.8616768205336804e-20,155.0
incoming_ela_level_4_2016_city_diff,0.1969955149271546,2555.9125015806476,2562.7447023850564,55.9523647301666,1.6910907105773017e-12,0.20058035637837268,60.88105983114146,const,1.1772517656127734e-28,
incoming_ela_level_4_2016_city_diff,0.1969955149271546,2555.9125015806476,2562.7447023850564,55.9523647301666,1.6910907105773017e-12,0.20058035637837268,291.6444802203883,incoming_ela_level_4_2016_city_diff,1.6910907105773673e-12,224.0
incoming_ela_level_4_2016_dist_diff,0.07690501472936573,2587.2711653931547,2594.1033661975634,19.661918409541986,1.4508942753651001e-05,0.08102597448503823,63.844543509143556,const,5.663539868455448e-28,
incoming_ela_level_4_2016_dist_diff,0.07690501472936573,2587.2711653931547,2594.1033661975634,19.661918409541986,1.4508942753651001e-05,0.08102597448503823,227.7777224035371,incoming_ela_level_4_2016_dist_diff,1.4508942753651035e-05,224.0
incoming_ela_level_4_2016_n,0.7662454331057614,2918.108112842292,2925.468458060326,958.1734552168743,4.619351146448401e-94,0.7670459624444403,16.76326168091303,const,9.662510953835098e-12,
incoming_ela_level_4_2016_n,0.7662454331057614,2918.108112842292,2925.468458060326,958.1734552168743,4.619351146448401e-94,0.7670459624444403,0.7170806226848352,incoming_ela_level_4_2016_n,4.6193511464481657e-94,156.0
incoming_ela_level_4_2016_val,0.1561927825353202,2564.9748763084644,2571.8070771128732,42.46347952916893,4.73310167219734e-10,0.15995977904185898,38.30481469435479,const,7.69518928672699e-09,
incoming_ela_level_4_2016_val,0.1561927825353202,2564.9748763084644,2571.8070771128732,42.46347952916893,4.73310167219734e-10,0.15995977904185898,234.62891124962542,incoming_ela_level_4_2016_val,4.733101672197386e-10,224.0
incoming_ela_level_4_2017_city_diff,0.1943261003607909,2791.1929239177653,2798.2117005910213,60.33445369170074,2.1875467031976812e-13,0.1976011975137959,64.27418963257563,const,2.152244092461341e-35,
incoming_ela_level_4_2017_city_diff,0.1943261003607909,2791.1929239177653,2798.2117005910213,60.33445369170074,2.1875467031976812e-13,0.1976011975137959,236.898923653743,incoming_ela_level_4_2017_city_diff,2.1875467031977564e-13,202.0
incoming_ela_level_4_2017_dist_diff,0.04319808653196311,2833.6565003367527,2840.675277010009,12.10650923381325,0.0005945705259221301,0.04708752520459747,60.74087190258802,const,5.238524689197444e-29,
incoming_ela_level_4_2017_dist_diff,0.04319808653196311,2833.6565003367527,2840.675277010009,12.10650923381325,0.0005945705259221301,0.04708752520459747,145.6460843390123,incoming_ela_level_4_2017_dist_diff,0.0005945705259221612,202.0
incoming_ela_level_4_2017_n,0.7971181359540986,2897.107820341658,2904.481771054338,1156.1191777175488,1.0260517933755119e-103,0.7978082103216018,13.119981763484326,const,1.0301406150902104e-08,
incoming_ela_level_4_2017_n,0.7971181359540986,2897.107820341658,2904.481771054338,1156.1191777175488,1.0260517933755119e-103,0.7978082103216018,0.6282171445554171,incoming_ela_level_4_2017_n,1.0260517933755164e-103,154.0
incoming_ela_level_4_2017_val,0.1942391421091797,2791.219581761737,2798.238358434993,60.3015017928964,2.2171277337901982e-13,0.19751459275101235,29.497641431175655,const,1.328353677711385e-06,
incoming_ela_level_4_2017_val,0.1942391421091797,2791.219581761737,2798.238358434993,60.3015017928964,2.2171277337901982e-13,0.19751459275101235,236.82936892447327,incoming_ela_level_4_2017_val,2.2171277337902085e-13,202.0
incoming_math_level_1_2016_city_diff,0.3263616258601203,3241.742518079505,3249.109677614182,142.9514683959484,4.3759780447117425e-27,0.3286607329390959,53.87432460271461,const,1.0096819474558134e-39,
incoming_math_level_1_2016_city_diff,0.3263616258601203,3241.742518079505,3249.109677614182,142.9514683959484,4.3759780447117425e-27,0.3286607329390959,-230.503966697127,incoming_math_level_1_2016_city_diff,4.3759780447113106e-27,155.0
incoming_math_level_1_2016_dist_diff,0.13323787587224123,3315.8514339627586,3323.218593497436,46.039690295479986,6.449019999277886e-11,0.1361961083777966,54.31897528211508,const,2.6948267269593893e-33,
incoming_math_level_1_2016_dist_diff,0.13323787587224123,3315.8514339627586,3323.218593497436,46.039690295479986,6.449019999277886e-11,0.1361961083777966,-183.93443939017232,incoming_math_level_1_2016_dist_diff,6.449019999277985e-11,155.0
incoming_math_level_1_2016_n,0.11268811291098302,3437.7117397460097,3445.1523632992244,39.60782980979272,1.0860560959423663e-09,0.11560690201324941,19.128043589946415,const,0.0030069561725099407,
incoming_math_level_1_2016_n,0.11268811291098302,3437.7117397460097,3445.1523632992244,39.60782980979272,1.0860560959423663e-09,0.11560690201324941,0.23395213447931087,incoming_math_level_1_2016_n,1.0860560959423981e-09,144.0
incoming_math_level_1_2016_val,0.34560536537145503,3314.3662389712717,3321.7870930060217,159.96709641554006,1.1191346585010036e-29,0.3477794339250383,142.15878216551152,const,1.812079537695576e-49,
incoming_math_level_1_2016_val,0.34560536537145503,3314.3662389712717,3321.7870930060217,159.96709641554006,1.1191346585010036e-29,0.3477794339250383,-227.00338283930404,incoming_math_level_1_2016_val,1.1191346585009738e-29,147.0
incoming_math_level_1_2017_city_diff,0.36099179080131316,3256.9569158080735,3264.344380085679,168.21783623278105,9.539141458463337e-31,0.3631506023188763,69.37417843240324,const,1.4882658106887575e-53,
incoming_math_level_1_2017_city_diff,0.36099179080131316,3256.9569158080735,3264.344380085679,168.21783623278105,9.539141458463337e-31,0.3631506023188763,-233.04459000284572,incoming_math_level_1_2017_city_diff,9.539141458463076e-31,152.0
incoming_math_level_1_2017_dist_diff,0.10387359190336976,3357.391677935638,3364.7791422132436,35.31054249221722,7.913997009617018e-09,0.10690104598477723,57.01227053987434,const,2.2687111325155515e-34,
incoming_math_level_1_2017_dist_diff,0.10387359190336976,3357.391677935638,3364.7791422132436,35.31054249221722,7.913997009617018e-09,0.10690104598477723,-163.24074058176313,incoming_math_level_1_2017_dist_diff,7.913997009616964e-09,152.0
incoming_math_level_1_2017_n,0.12583311248982354,3381.591268613778,3388.9988335630906,44.039951720911255,1.5172512071879036e-10,0.12875674756510846,17.116747670151966,const,0.008674842979026267,
incoming_math_level_1_2017_n,0.12583311248982354,3381.591268613778,3388.9988335630906,44.039951720911255,1.5172512071879036e-10,0.12875674756510846,0.24813729538277468,incoming_math_level_1_2017_n,1.517251207187803e-10,149.0
incoming_math_level_1_2017_val,0.36129172112299224,3256.8174806391517,3264.204944916757,168.43535818955453,8.897331512088326e-31,0.3634495193624415,146.4348300296562,const,2.8966029423982504e-50,
incoming_math_level_1_2017_val,0.36129172112299224,3256.8174806391517,3264.204944916757,168.43535818955453,8.897331512088326e-31,0.3634495193624415,-233.14071911621244,incoming_math_level_1_2017_val,8.897331512088242e-31,152.0
incoming_math_level_2_2016_city_diff,0.08240633873882319,3353.775357091934,3361.1560760005823,27.493066543790615,3.017996889842824e-07,0.08551682572614916,49.4917045462275,const,8.386917562036125e-28,
incoming_math_level_2_2016_city_diff,0.08240633873882319,3353.775357091934,3361.1560760005823,27.493066543790615,3.017996889842824e-07,0.08551682572614916,-295.13351689562074,incoming_math_level_2_2016_city_diff,3.01799688984275e-07,153.0
incoming_math_level_2_2016_dist_diff,0.029910616714507343,3370.242890003019,3377.6236089116674,10.095689616657594,0.0016443667102887195,0.03319905530191569,50.624297823553654,const,1.1901176231550422e-27,
incoming_math_level_2_2016_dist_diff,0.029910616714507343,3370.242890003019,3377.6236089116674,10.095689616657594,0.0016443667102887195,0.03319905530191569,-201.12358484891584,incoming_math_level_2_2016_dist_diff,0.0016443667102887026,153.0
incoming_math_level_2_2016_n,0.4507523465129549,3291.368300502694,3298.808924055909,250.48438554079382,1.5467178565658497e-41,0.4525590822152149,-0.8775546497095373,const,0.8448946638706982,
incoming_math_level_2_2016_n,0.4507523465129549,3291.368300502694,3298.808924055909,250.48438554079382,1.5467178565658497e-41,0.4525590822152149,0.43215891360883574,incoming_math_level_2_2016_n,1.5467178565657913e-41,144.0
incoming_math_level_2_2016_val,0.07172470570535239,3441.088972540642,3448.5230279434545,24.411789543785403,1.2909207955690388e-06,0.07478832053800788,131.00286148580787,const,6.066199649087064e-14,
incoming_math_level_2_2016_val,0.07172470570535239,3441.088972540642,3448.5230279434545,24.411789543785403,1.2909207955690388e-06,0.07478832053800788,-276.5001526622541,incoming_math_level_2_2016_val,1.2909207955689789e-06,145.0
incoming_math_level_2_2017_city_diff,0.10478286216874466,3367.246546436048,3374.6407334090586,35.76308567942453,6.410887641881511e-09,0.10779706128602151,54.35696328595115,const,4.357690022823434e-33,
incoming_math_level_2_2017_city_diff,0.10478286216874466,3367.246546436048,3374.6407334090586,35.76308567942453,6.410887641881511e-09,0.10779706128602151,-355.5135530552268,incoming_math_level_2_2017_city_diff,6.410887641881589e-09,151.0
incoming_math_level_2_2017_dist_diff,0.023262383130772113,3393.2177694295638,3400.6119564025744,8.073473643806947,0.004803640868924861,0.02655106197544954,52.22001855663563,const,2.284150714650923e-29,
incoming_math_level_2_2017_dist_diff,0.023262383130772113,3393.2177694295638,3400.6119564025744,8.073473643806947,0.004803640868924861,0.02655106197544954,-195.99084848290698,incoming_math_level_2_2017_dist_diff,0.004803640868924842,151.0
incoming_math_level_2_2017_n,0.43540914906291295,3250.440270698382,3257.8478356476944,231.58704432374495,4.3032208944466266e-39,0.4372974127784216,-0.6926111135886528,const,0.8815561528550118,
incoming_math_level_2_2017_n,0.43540914906291295,3250.440270698382,3257.8478356476944,231.58704432374495,4.3032208944466266e-39,0.4372974127784216,0.4782914793404275,incoming_math_level_2_2017_n,4.30322089444654e-39,149.0
incoming_math_level_2_2017_val,0.1049734459184487,3367.1830981380504,3374.577285111061,35.83373012298195,6.206857335443571e-09,0.10798700333959865,144.87959156389394,const,2.3630914256878073e-17,
incoming_math_level_2_2017_val,0.1049734459184487,3367.1830981380504,3374.577285111061,35.83373012298195,6.206857335443571e-09,0.10798700333959865,-355.67412957603267,incoming_math_level_2_2017_val,6.2068573354435905e-09,151.0
incoming_math_level_3_2016_city_diff,0.2037078240213015,3269.0056752648734,3276.35918286941,75.44375139984355,2.793541937861042e-16,0.20644422325146872,52.45092873589253,const,1.4593767747567985e-33,
incoming_math_level_3_2016_city_diff,0.2037078240213015,3269.0056752648734,3276.35918286941,75.44375139984355,2.793541937861042e-16,0.20644422325146872,385.2024498167114,incoming_math_level_3_2016_city_diff,2.7935419378610806e-16,157.0
incoming_math_level_3_2016_dist_diff,0.0635131022065506,3316.3591276345105,3323.712635239047,20.73579426007371,7.769756435785577e-06,0.06673127024020498,53.20185646169929,const,2.496773029588669e-30,
incoming_math_level_3_2016_dist_diff,0.0635131022065506,3316.3591276345105,3323.712635239047,20.73579426007371,7.769756435785577e-06,0.06673127024020498,252.76033738366658,incoming_math_level_3_2016_dist_diff,7.76975643578558e-06,157.0
incoming_math_level_3_2016_n,0.8168862511206055,2947.1477904089993,2954.581845811812,1352.709173146617,1.4424237666998104e-113,0.817490586925488,-3.880701753839217,const,0.0947309462004281,
incoming_math_level_3_2016_n,0.8168862511206055,2947.1477904089993,2954.581845811812,1352.709173146617,1.4424237666998104e-113,0.817490586925488,0.5642513051410605,incoming_math_level_3_2016_n,1.4424237666999763e-113,145.0
incoming_math_level_3_2016_val,0.23179230413534546,3351.155307292374,3358.569527821872,91.51938898156394,4.329987974478943e-19,0.23435299645489427,-27.315829366974892,const,0.002729876819318843,
incoming_math_level_3_2016_val,0.23179230413534546,3351.155307292374,3358.569527821872,91.51938898156394,4.329987974478943e-19,0.23435299645489427,391.9647467797076,incoming_math_level_3_2016_val,4.329987974479058e-19,148.0
incoming_math_level_3_2017_city_diff,0.22369903608575292,3292.7775000596152,3300.151450772295,85.71909693065416,4.555082667439329e-18,0.226339515554849,62.255177548986104,const,4.813182636666151e-42,
incoming_math_level_3_2017_city_diff,0.22369903608575292,3292.7775000596152,3300.151450772295,85.71909693065416,4.555082667439329e-18,0.226339515554849,375.29048175394155,incoming_math_level_3_2017_city_diff,4.555082667439199e-18,154.0
incoming_math_level_3_2017_dist_diff,0.053641268328183056,3351.2115192656406,3358.5854699783204,17.664434279193436,3.5029331184096545e-05,0.05686017557876755,54.244726487787155,const,3.441677507157814e-31,
incoming_math_level_3_2017_dist_diff,0.053641268328183056,3351.2115192656406,3358.5854699783204,17.664434279193436,3.5029331184096545e-05,0.05686017557876755,231.30763334552688,incoming_math_level_3_2017_dist_diff,3.5029331184095955e-05,154.0
incoming_math_level_3_2017_n,0.7984545463960177,2941.414356987132,2948.8219219364446,1185.5363172592647,7.040285759125035e-106,0.7991286114582383,-4.142422294207964,const,0.09502633053972015,
incoming_math_level_3_2017_n,0.7984545463960177,2941.414356987132,2948.8219219364446,1185.5363172592647,7.040285759125035e-106,0.7991286114582383,0.5165363331349113,incoming_math_level_3_2017_n,7.040285759124731e-106,149.0
incoming_math_level_3_2017_val,0.223466521949782,3292.865843889158,3300.2397946018377,85.60569867277141,4.761742845359709e-18,0.22610779228328615,-30.667832610417623,const,0.0017495931244207528,
incoming_math_level_3_2017_val,0.223466521949782,3292.865843889158,3300.2397946018377,85.60569867277141,4.761742845359709e-18,0.22610779228328615,375.1458057900475,incoming_math_level_3_2017_val,4.761742845359636e-18,154.0
incoming_math_level_4_2016_city_diff,0.30545438453100826,2702.423859485039,2709.4017349373526,106.98944839967756,5.627678580395291e-21,0.3083363165454024,57.1415394548337,const,3.059720837218103e-32,
incoming_math_level_4_2016_city_diff,0.30545438453100826,2702.423859485039,2709.4017349373526,106.98944839967756,5.627678580395291e-21,0.3083363165454024,295.2191345154238,incoming_math_level_4_2016_city_diff,5.627678580395401e-21,207.0
incoming_math_level_4_2016_dist_diff,0.1335529496678538,2755.940503892402,2762.9183793447155,38.14740659295267,2.782866282846926e-09,0.13714816564433574,60.63816503899576,const,3.6947748223294925e-30,
incoming_math_level_4_2016_dist_diff,0.1335529496678538,2755.940503892402,2762.9183793447155,38.14740659295267,2.782866282846926e-09,0.13714816564433574,250.29269390775534,incoming_math_level_4_2016_dist_diff,2.7828662828469066e-09,207.0
incoming_math_level_4_2016_n,0.8363463918363196,2858.716091023714,2866.1102779967246,1518.808749605761,1.4077094495264708e-118,0.836897414086029,14.70075886413252,const,5.502595813630209e-13,
incoming_math_level_4_2016_n,0.8363463918363196,2858.716091023714,2866.1102779967246,1518.808749605761,1.4077094495264708e-118,0.836897414086029,0.5412365481552819,incoming_math_level_4_2016_n,1.4077094495263449e-118,151.0
incoming_math_level_4_2016_val,0.27068946537695093,2775.795715830017,2782.8225733223467,92.67603479451212,8.024857600299176e-19,0.2736421396061941,24.77740724759876,const,1.4182008068535133e-05,
incoming_math_level_4_2016_val,0.27068946537695093,2775.795715830017,2782.8225733223467,92.67603479451212,8.024857600299176e-19,0.2736421396061941,259.4909536198906,incoming_math_level_4_2016_val,8.02485760029944e-19,201.0
incoming_math_level_4_2017_city_diff,0.28844357118792274,2707.725570100665,2714.703445552979,98.69415023393503,1.0551283037771183e-19,0.29139608749004753,68.32799746276743,const,2.1307871798052644e-40,
incoming_math_level_4_2017_city_diff,0.28844357118792274,2707.725570100665,2714.703445552979,98.69415023393503,1.0551283037771183e-19,0.29139608749004753,266.5601681141892,incoming_math_level_4_2017_city_diff,1.0551283037771148e-19,207.0
incoming_math_level_4_2017_dist_diff,0.06330984215109237,2774.2508446871093,2781.228720139423,17.28892097409483,4.471315418278623e-05,0.0671965233039924,62.76231668716497,const,5.3425672086525994e-30,
incoming_math_level_4_2017_dist_diff,0.06330984215109237,2774.2508446871093,2781.228720139423,17.28892097409483,4.471315418278623e-05,0.0671965233039924,164.0004835560008,incoming_math_level_4_2017_dist_diff,4.47131541827855e-05,207.0
